action,projectSlug,unitNo,layoutCode,towerNumber,phaseName,floor,stack,displaySequence,builtUpSqft,landAreaSqft,dimensionText,facing,positionType,carparkCount,carparkLotNo,carparkType,lotTypeCode,bookingStatusCode,basePrice,finalPrice
create,m-grand-minori-pelangi,A-56-09,TYPE_D1,TOWER-A,,56,09,728,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-10,TYPE_E,TOWER-A,,56,10,729,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-11,TYPE_A,TOWER-A,,56,11,730,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-12,TYPE_C,TOWER-A,,56,12,731,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-13,TYPE_C,TOWER-A,,56,13,732,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-15,TYPE_C,TOWER-A,,56,15,733,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-16,TYPE_C,TOWER-A,,56,16,734,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-17,TYPE_E,TOWER-A,,56,17,735,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-18,TYPE_E,TOWER-A,,56,18,736,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-19,TYPE_D,TOWER-A,,56,19,737,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-20,TYPE_D,TOWER-A,,56,20,738,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-01,TYPE_B,TOWER-A,,57,01,739,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-02,TYPE_B,TOWER-A,,57,02,740,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-03,TYPE_D1,TOWER-A,,57,03,741,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-05,TYPE_E,TOWER-A,,57,05,742,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-06,TYPE_B,TOWER-A,,57,06,743,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-07,TYPE_B,TOWER-A,,57,07,744,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-08,TYPE_C,TOWER-A,,57,08,745,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-09,TYPE_D1,TOWER-A,,57,09,746,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-10,TYPE_E,TOWER-A,,57,10,747,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-11,TYPE_A,TOWER-A,,57,11,748,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-12,TYPE_C,TOWER-A,,57,12,749,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-13,TYPE_C,TOWER-A,,57,13,750,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-15,TYPE_C,TOWER-A,,57,15,751,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-16,TYPE_C,TOWER-A,,57,16,752,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-17,TYPE_E,TOWER-A,,57,17,753,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-18,TYPE_E,TOWER-A,,57,18,754,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-19,TYPE_D,TOWER-A,,57,19,755,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-57-20,TYPE_D,TOWER-A,,57,20,756,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-01,TYPE_B,TOWER-A,,58,01,757,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-02,TYPE_B,TOWER-A,,58,02,758,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-03,TYPE_D1,TOWER-A,,58,03,759,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-05,TYPE_E,TOWER-A,,58,05,760,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-06,TYPE_B,TOWER-A,,58,06,761,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-07,TYPE_B,TOWER-A,,58,07,762,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-08,TYPE_C,TOWER-A,,58,08,763,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-09,TYPE_D1,TOWER-A,,58,09,764,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-10,TYPE_E,TOWER-A,,58,10,765,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-11,TYPE_A,TOWER-A,,58,11,766,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-12,TYPE_C,TOWER-A,,58,12,767,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-13,TYPE_C,TOWER-A,,58,13,768,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-15,TYPE_C,TOWER-A,,58,15,769,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-16,TYPE_C,TOWER-A,,58,16,770,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-17,TYPE_E,TOWER-A,,58,17,771,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-18,TYPE_E,TOWER-A,,58,18,772,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-19,TYPE_D,TOWER-A,,58,19,773,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-58-20,TYPE_D,TOWER-A,,58,20,774,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-01,TYPE_B,TOWER-A,,59,01,775,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-02,TYPE_B,TOWER-A,,59,02,776,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-03,TYPE_D1,TOWER-A,,59,03,777,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-05,TYPE_E,TOWER-A,,59,05,778,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-06,TYPE_B,TOWER-A,,59,06,779,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-07,TYPE_B,TOWER-A,,59,07,780,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-08,TYPE_C,TOWER-A,,59,08,781,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-09,TYPE_D1,TOWER-A,,59,09,782,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-10,TYPE_E,TOWER-A,,59,10,783,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-11,TYPE_A,TOWER-A,,59,11,784,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-12,TYPE_C,TOWER-A,,59,12,785,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-13,TYPE_C,TOWER-A,,59,13,786,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-15,TYPE_C,TOWER-A,,59,15,787,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-16,TYPE_C,TOWER-A,,59,16,788,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-17,TYPE_E,TOWER-A,,59,17,789,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-18,TYPE_E,TOWER-A,,59,18,790,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-19,TYPE_D,TOWER-A,,59,19,791,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-59-20,TYPE_D,TOWER-A,,59,20,792,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-01,TYPE_B,TOWER-A,,34,01,793,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-02,TYPE_B,TOWER-A,,34,02,794,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-03,TYPE_D1,TOWER-A,,34,03,795,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-05,TYPE_E,TOWER-A,,34,05,796,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-06,TYPE_B,TOWER-A,,34,06,797,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-07,TYPE_B,TOWER-A,,34,07,798,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-08,TYPE_C,TOWER-A,,34,08,799,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-09,TYPE_D1,TOWER-A,,34,09,800,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-10,TYPE_E,TOWER-A,,34,10,801,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-11,TYPE_A,TOWER-A,,34,11,802,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-12,TYPE_C,TOWER-A,,34,12,803,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-13,TYPE_C,TOWER-A,,34,13,804,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-15,TYPE_C,TOWER-A,,34,15,805,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-16,TYPE_C,TOWER-A,,34,16,806,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-17,TYPE_E,TOWER-A,,34,17,807,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-18,TYPE_E,TOWER-A,,34,18,808,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-34-19,TYPE_D,TOWER-A,,34,19,809,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-01,TYPE_B,TOWER-A,,38,01,810,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-02,TYPE_B,TOWER-A,,38,02,811,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-03,TYPE_D1,TOWER-A,,38,03,812,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-05,TYPE_E,TOWER-A,,38,05,813,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-06,TYPE_B,TOWER-A,,38,06,814,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-07,TYPE_B,TOWER-A,,38,07,815,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-08,TYPE_C,TOWER-A,,38,08,816,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-09,TYPE_D1,TOWER-A,,38,09,817,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-10,TYPE_E,TOWER-A,,38,10,818,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-11,TYPE_A,TOWER-A,,38,11,819,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-12,TYPE_C,TOWER-A,,38,12,820,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-13,TYPE_C,TOWER-A,,38,13,821,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-15,TYPE_C,TOWER-A,,38,15,822,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-16,TYPE_C,TOWER-A,,38,16,823,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-17,TYPE_E,TOWER-A,,38,17,824,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-18,TYPE_E,TOWER-A,,38,18,825,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-38-19,TYPE_D,TOWER-A,,38,19,826,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-01,TYPE_B,TOWER-A,,44,01,827,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-02,TYPE_B,TOWER-A,,44,02,828,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-03,TYPE_D1,TOWER-A,,44,03,829,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-05,TYPE_E,TOWER-A,,44,05,830,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-06,TYPE_B,TOWER-A,,44,06,831,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-07,TYPE_B,TOWER-A,,44,07,832,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-08,TYPE_C,TOWER-A,,44,08,833,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-09,TYPE_D1,TOWER-A,,44,09,834,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-10,TYPE_E,TOWER-A,,44,10,835,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-11,TYPE_A,TOWER-A,,44,11,836,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-12,TYPE_C,TOWER-A,,44,12,837,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-13,TYPE_C,TOWER-A,,44,13,838,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-15,TYPE_C,TOWER-A,,44,15,839,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-16,TYPE_C,TOWER-A,,44,16,840,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-17,TYPE_E,TOWER-A,,44,17,841,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-18,TYPE_E,TOWER-A,,44,18,842,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-44-19,TYPE_D,TOWER-A,,44,19,843,630.00,,,,,,,,,,,
